,id,car_from,it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText_heading,trendingText_desc,id,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Accessory Power Outlet,Active Noise Cancellation,Adjustable Head Lights,Adjustable Headrest,Adjustable Seats,Adjustable Steering,Air Conditioner,Air Quality Control,Alloy Wheels,Android Auto,Anti Lock Braking System,Anti Pinch Power Windows,Anti Theft Alarm,Anti Theft Device,Apple Car Play,Audio System Remote Control,Automatic Driving Lights,Automatic Head Lamps,Battery Saver,Blind Spot Monitor,Bluetooth,Brake Assist,Cassette Player,Cd Changer,Cd Player,Centeral Locking,Centrally Mounted Fuel Tank,Child Safety Locks,Chrome Garnish,Chrome Grille,Cigarette Lighter,Clutch Lock,Compass,Cornering Foglamps,Cornering Headlamps,Crash Sensor,Cruise Control,Cup Holders Front,Cup Holders Rear,Day Night Rear View Mirror,Digital Clock,Digital Odometer,Door Ajar Warning,Drive Modes,Driver Air Bag,Driving Experience Control Eco,Dual Tone Body Colour,Dual Tone Dashboard,Dvd Player,Ebd,Electric Folding Rear View Mirror,Electronic Multi Tripmeter,Eletronic Stability Control,Engine Check Warning,Engine Immobilizer,Engine Start Stop Button,Fabric Upholstery,Find My Car Location,Fog Lights Front,Fog Lights Rear,Follow Me Home Headlamps,Front Impact Beams,Gear Shift Indicator,Geo Fence Alert,Glove Box Cooling,Glove Compartment,Halogen Headlamps,Hands Free Tailgate,Heads Up Display,Heated Wing Mirror,Heater,Height Adjustable Driver Seat,Height Adjustable Front Seat Belts,Hill Assist,Hill Descent Control,Impact Sensing Auto Door Lock,Integrated Antenna,Integrated2Din Audio,Internal Storage,Isofix Child Seat Mounts,Keyless Entry,Knee Airbags,LEDDRLs,LEDFog Lamps,LEDHeadlights,LEDTaillights,Lane Change Indicator,Lane Watch Camera,Leather Seats,Leather Steering Wheel,Leather Wrap Gear Shift Selector,Low Fuel Warning Light,Luggage Hook And Net,Manually Adjustable Exterior Rear View Mirror,Mirror Link,Moon Roof,Multifunction Steering Wheel,Navigation System,No Of Airbags,Number Of Speaker,Outside Rear View Mirror Turn Indicators,Outside Temperature Display,Passenger Air Bag,Passenger Side Rear View Mirror,Power Adjustable Exterior Rear View Mirror,Power Antenna,Power Boot,Power Door Locks,Power Folding3rd Row Seat,Power Steering,Power Windows Front,Power Windows Rear,Pretensioners And Force Limiter Seatbelts,Projector Headlamps,Radio,Rain Sensing Wiper,Real Time Vehicle Tracking,Rear ACVents,Rear Camera,Rear Entertainment System,Rear Folding Table,Rear Reading Lamp,Rear Seat Belts,Rear Seat Centre Arm Rest,Rear Seat Headrest,Rear Spoiler,Rear Window Defogger,Rear Window Washer,Rear Window Wiper,Remote Climate Control,Remote Engine Start Stop,Remote Fuel Lid Opener,Remote Horn Light Control,Remote Trunk Opener,Removable Convertible Top,Roof Carrier,Roof Rail,Seat Belt Warning,Seat Lumbar Support,Side Air Bag Front,Side Air Bag Rear,Side Impact Beams,Side Stepper,Smart Access Card Entry,Smoke Headlamps,Sos Emergency Assistance,Speakers Front,Speakers Rear,Speed Alert,Speed Sensing Auto Door Lock,Steering Mounted Tripmeter,Steering Wheel Gearshift Paddles,Sun Roof,Tachometer,Tailgate Ajar,Tinted Glass,Touch Screen,Touch Screen Size,Traction Control,Trunk Light,Tyre Pressure Monitor,Usb Auxiliary Input,Vanity Mirror,Vehicle Stability Control System,Ventilated Seats,View360Camera,Voice Control,Wheel Covers,Wifi Connectivity,Wireless Phone Charging,Xenon Headlamps,id,Acceleration,Alloy Wheel Size,BoreX Stroke,Cargo Volumn,Color,Compression Ratio,Displacement,Drive Type,Engine,Engine Type,Front Brake Type,Front Tread,Fuel Suppy System,Gear Box,Gross Weight,Ground Clearance Unladen,Height,Kerb Weight,Length,Max Power,Max Torque,Mileage,No Door Numbers,No of Cylinder,Rear Brake Type,Rear Tread,Seating Capacity,Seats,Steering Type,Super Charger,Top Speed,Torque,Turbo Charger,Turning Radius,Tyre Type,Value Configuration,Values per Cylinder,Wheel Base,Wheel Size,Width,d,id
10,10,hyderabad,0,Petrol,Hatchback,"70,000",Automatic,1,1st Owner,Tata,Tata Tiago,2018,5653,1.2 Revotron XZA,₹ 5.30 Lakh,,,,Trending Car!,High chances of sale in next 6 days,10,2018,Third Party insurance,Petrol,5 Seats,"70,000 Kms",TS08,First Owner,1199 cc,Automatic,2018.0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,10,,14,77 X 85.8 mm,242-litres,Orange,10.8:1,1199,FWD,1199 CC,Revotron Engine,Disc,1400mm,MPFi,5 Speed,,,1535mm,1012kg,3746mm,83.83bhp,114Nm@3500rpm,23.84 kmpl,5,3.0,Drum,1420mm,5,5,Power,No,150 kmph,114Nm,No,4.9 meters,Tubeless,DOHC,4.0,2400mm,14,1647mm,,10
11,11,hyderabad,0,Petrol,Hatchback,"33,730",Manual,1,1st Owner,Datsun,Datsun RediGO,2021,7846,1.0 T Option,₹ 4.66 Lakh,₹ 4.89 Lakh,,,Trending Car!,High chances of sale in next 6 days,11,Jan 2022,Third Party insurance,Petrol,5 Seats,"33,730 Kms",TS32,First Owner,999 cc,Manual,2021.0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,11,,,,222,Blue,,999,FWD,999 CC,1.0 L Petrol Engine,Disc,,MPFi,5-Speed,,,1546mm,750,3435mm,67.05bhp,91nm@4250rpm,21.7 kmpl,5,3.0,Drum,,5,5,Power,No,,91nm,No,4.7m,tubeless tyre,DOHC,4.0,2348mm,,1574mm,,11
12,12,hyderabad,0,Petrol,Hatchback,"51,113",Manual,1,1st Owner,Renault,Renault KWID,2020,7191,Climber 1.0 MT Opt BSIV,₹ 4.57 Lakh,,,,Trending Car!,High chances of sale in next 6 days,12,Jun 2020,Comprehensive,Petrol,5 Seats,"51,113 Kms",TS07,First Owner,999 cc,Manual,2020.0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,12,,,,279,Blue,,999,FWD,999 CC,Petrol Engine,Disc,,MPFi,5 Speed,,184mm,1474mm,765,3731mm,67bhp,91Nm@4250rpm,23.01 kmpl,5,3.0,Drum,,5,5,Power,No,,91Nm,No,4.9 metres,"Tubeless,Radial",DOHC,4.0,2422mm,,1579mm,,12
13,13,hyderabad,0,Diesel,Hatchback,"40,000",Manual,2,2nd Owner,Volkswagen,Volkswagen Polo,2013,1953,Diesel Comfortline 1.2L,₹ 3.50 Lakh,,,,Trending Car!,High chances of sale in next 6 days,13,2013,Third Party insurance,Diesel,5 Seats,"40,000 Kms",AP10,Second Owner,1199 cc,Manual,2013.0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,13,14.4 Seconds,15,,,Others,,1199,FWD,1199 CC,In-Line Diesel Engine,Disc,,CRDI,5 Speed,,,1453mm,1125kg,3970mm,73.9bhp,180Nm@2000rpm,22.07 kmpl,5,3.0,Drum,,5,5,Power,No,164.1km/hr,180Nm,No,4.97 metres,"Tubeless,Radial",,4.0,2456mm,15,1682mm,,13
14,14,hyderabad,0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2009,4339,LXI Minor,₹ 2.90 Lakh,,,,Trending Car!,High chances of sale in next 6 days,14,2009,Third Party insurance,Petrol,5 Seats,"40,000 Kms",AP10,First Owner,1061 cc,Manual,2009.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,,13,,,Others,,1061,FWD,1061 CC,FC Petrol Engine,Ventilated Disc,1295mm,MPFI,5 Speed,1350kg,,1700mm,870kg,3595mm,67bhp,84Nm@3500rpm,18.9 kmpl,4,3.0,Drum,1290mm,5,5,Power,No,,84Nm,No,4.6metres,"Tubeless, Radial",,4.0,2400mm,13,1475mm,,14
15,15,hyderabad,0,Diesel,SUV,"60,000",Automatic,1,1st Owner,BMW,BMW X1,2020,338,sDrive 20d xLine,₹ 38 Lakh,,,,Trending Car!,High chances of sale in next 6 days,15,2020,Third Party insurance,Diesel,5 Seats,"60,000 Kms",TS08,First Owner,1995 cc,Automatic,2020.0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,15,7.8 Seconds,17,84 X 90 mm,505-litres,Others,16.5:1,1995,FWD,1995 CC,Diesel Engine,Disc,1561mm,CRDi,8 Speed,,,1612mm,1550,4439mm,188bhp,400Nm@1750-2500rpm,20.68 kmpl,5,4.0,Disc,1562mm,5,5,Power,No,222 Kmph,400Nm,Yes,5.8 metres,Runflat,DOHC,4.0,2670mm,17,1821mm,,15
16,16,hyderabad,0,Petrol,Hatchback,"64,500",Manual,1,1st Owner,Maruti,Maruti Wagon R,2014,6740,VXI,₹ 3.75 Lakh,,,,Trending Car!,High chances of sale in next 6 days,16,Jan 2015,Comprehensive,Petrol,5 Seats,"64,500 Kms",TS15,First Owner,998 cc,Manual,2014.0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,16,18.6 Seconds,,73  x 79.5 mm,341 Litres,Brown,,998,FWD,998 CC,K10B Petrol Engine,Disc,,MPFI,5 Speed,1340kg,,1675 mm,805-825kg,3655 mm,67.05bhp,90Nm@3500rpm,21.79 kmpl,5,3.0,Drum,,5,5,Power,No,,90Nm,No,4.7 metres,"Tubeless Tyres, Radial",DOHC,4.0,2435 mm,,1620 mm,,16
17,17,hyderabad,0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2020,6771,VXI Opt,₹ 6 Lakh,,,,Trending Car!,High chances of sale in next 6 days,17,Sept 2020,Third Party insurance,Petrol,5 Seats,"40,000 Kms",TS08,First Owner,998 cc,Manual,2020.0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,17,18.6 Seconds,,69 x 72 mm,341 Litres,White,,998,FWD,998 CC,K10B Petrol Engine,Disc,,MPFI,5 Speed,1340kg,,1675 mm,805-825kg,3655 mm,67.05bhp,90Nm@3500rpm,21.79 kmpl,5,3.0,Drum,,5,5,Power,No,,90Nm,No,4.7 metres,"Tubeless Tyres, Radial",DOHC,4.0,2435 mm,,1620 mm,,17
18,18,hyderabad,0,Diesel,SUV,"80,000",Manual,1,1st Owner,Jeep,Jeep Compass,2018,5929,2.0 Limited,₹ 14 Lakh,,,,Trending Car!,High chances of sale in next 6 days,18,2018,Third Party insurance,Diesel,5 Seats,"80,000 Kms",TS07,First Owner,1956 cc,Manual,2018.0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,18,,17,,408-litres,Others,,1956,4X2,1956 CC,2.0-Litre 4-Cyl Multijet II Engine,Disc,,CRDI,6 Speed,,,1640mm,1562 kgs,4395mm,170bhp,350Nm@1750-2500rpm,17.1 kmpl,5,4.0,Discs,,5,5,Power,No,,350Nm,Yes,,"Radial, Tubless",DOHC,4.0,2636mm,17,1818mm,,18
19,19,hyderabad,0,Diesel,SUV,"50,000",Manual,1,1st Owner,Jeep,Jeep Compass,2019,6602,2.0 Limited Plus 4X4 BSIV,₹ 19 Lakh,,,,Trending Car!,High chances of sale in next 6 days,19,2019,Third Party insurance,Diesel,5 Seats,"50,000 Kms",TS07,First Owner,1956 cc,Manual,2019.0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,19,10.03 Seconds,18,,408-litres,Others,,1956,4X4,1956 CC,2.0-Litre 4-Cyl Multijet II Engine,Disc,,CRDI,6 Speed,,,1640mm,1641 kgs,4395mm,170.63bhp,350Nm@1750-2500rpm,16.3 kmpl,5,4.0,Discs,,5,5,power,No,,350Nm,Yes,,"Radial, Tubless",DOHC,4.0,2636mm,18,1818mm,,19
20,20,hyderabad,0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2020,8155,Sportz Turbo iMT,₹ 7.40 Lakh,,,,Trending Car!,High chances of sale in next 6 days,20,2020,Third Party insurance,Petrol,5 Seats,"40,000 Kms",TS07,First Owner,998 cc,Manual,2020.0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,20,,,,311,Others,,998,,998 CC,1.0 l Turbo GDi petrol,Disc,,,6 Speed IMT,,,1505mm,1220,3995mm,118.36bhp,171.62nm@1500-4000rpm,20 kmpl,5,3.0,Drum,,5,5,Electric,,,171.62nm,Yes,,"Tubeless,Radial",,4.0,2580mm,,1775mm,,20
21,21,hyderabad,0,Petrol,Sedan,"39,886",Automatic,2,2nd Owner,Hyundai,Hyundai Aura,2020,7331,SX Plus AMT,₹ 7.66 Lakh,,,,Trending Car!,High chances of sale in next 6 days,21,Mar 2020,Third Party,Petrol,5 Seats,"39,886 Kms",TS22,Second Owner,1197 cc,Automatic,2020.0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,21,,15,,,White,,1197,,1197 CC,1.2 l Kappa dual petrol,Disc,,,5-Speed,,,1520,1110,3995mm,81.86bhp,113.8nm@4000rpm,20.1 kmpl,4,4.0,Drum,,5,5,Electric,,,113.8nm,No,,"Tubeless,Radial",,4.0,2450,15,1680,,21
22,22,hyderabad,0,Diesel,SUV,"1,07,588",Manual,1,1st Owner,Renault,Renault Duster,2014,5066,85PS Diesel RxL,₹ 4.40 Lakh,,,,Trending Car!,High chances of sale in next 6 days,22,Apr 2015,Third Party insurance,Diesel,5 Seats,"1,07,588 Kms",TS08,First Owner,1461 cc,Manual,2014.0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,22,,16,,475-litres,White,,1461,FWD,1461 CC,dCi Diesel Engine ,Ventilated Disc,1560mm,CRDI,5 speed,1758kg,,1695mm,1240,4315mm,83.8bhp,200Nm@1900rpm,20.45 kmpl,5,4.0,Drum,1567mm,5,5,Power,No,,200Nm,Yes,5.2 metres,"Tubeless,Radial",DOHC,4.0,2673mm,16,1822mm,,22
23,23,hyderabad,0,Petrol,Hatchback,"36,621",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2017,5604,1.2 Kappa Sportz BSIV,₹ 5.19 Lakh,,,,Trending Car!,High chances of sale in next 6 days,23,Apr 2018,Third Party insurance,Petrol,5 Seats,"36,621 Kms",TS13,First Owner,1197 cc,Manual,2017.0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,23,12.9 Seconds,,,256,Red,,1197,FWD,1197 CC,Kappa VTVT Petrol Engine,Disc,1479mm,MPFI,5 Speed,,,1520mm,1120,3765mm,81.86bhp,113.75nm@4000rpm,18.9 kmpl,5,4.0,Drum,1493mm,5,5,Power,No,165 Kmph,113.75nm,No,4.8 metres,Tubeless,DOHC,4.0,2425mm,,1660mm,,23
24,24,hyderabad,0,Diesel,SUV,"80,000",Manual,1,1st Owner,MG,MG Hector Plus,2020,7907,Sharp Diesel MT,₹ 16 Lakh,,,,Trending Car!,High chances of sale in next 6 days,24,2020,Third Party insurance,Diesel,6 Seats,"80,000 Kms",AP39,First Owner,1956 cc,Manual,2020.0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,24,,18,,155 L,Others,,1956,,1956 CC,2.0L Turbocharged Diesel,Disc,,,6-speed,,192mm,1760mm,1860,4720mm,167.67bhp,350nm@1750-2500rpm,16.65 kmpl,5,4.0,Disc,,6,6,,,,350nm,YES,,"Tubeless, Radial",,4.0,2750mm,18,1835mm,,24
25,25,hyderabad,0,Petrol,Hatchback,"18,900",Manual,1,1st Owner,Maruti,Maruti S-Presso,2022,9220,VXi Plus BSVI,₹ 5.25 Lakh,,,,Trending Car!,High chances of sale in next 6 days,25,Mar 2022,Third Party insurance,Petrol,5 Seats,"18,900 Kms",TS07,First Owner,998 cc,Manual,2022.0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,25,,,,,Grey,,998,FWD,998 CC,K10C,Ventilated Disc,1316,,5 Speed,1170,,1567,736-775,3565mm,65.71bhp,89Nm@3500rpm,24.76 kmpl,5,3.0,Drum,1318,5,5,Power,,,89Nm,,4.5,"Tubeless, Radial",,4.0,2380,,1520,,25
26,26,hyderabad,0,Diesel,SUV,"70,754",Manual,1,1st Owner,Kia,Kia Seltos,2019,7115,HTK Plus D,₹ 11.08 Lakh,,,,Trending Car!,High chances of sale in next 6 days,26,Nov 2019,Zero Dep,Diesel,5 Seats,"70,754 Kms",TS11,First Owner,1493 cc,Manual,2019.0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,26,,16,,433,White,,1493,FWD,1493 CC,1.5 L CRDi VGT,Disc,,CRDi,6-Speed,,,1645mm,1475,4315mm,113.43bhp,250nm@1500-2750rpm,20.8 kmpl,5,4.0,Disc,,5,5,Electric,,,250nm,Yes,,"Tubeless, Radial",,4.0,2610mm,16,1800mm,,26
